"Win Rate","K:D","GPM","GDM","Game Duration","Kills/Game","Deaths/Game","Towers Killed","Towers Lost","FB%","FT%","DRAPG","DRA%","HERPG","Her%","DRA@15","TD@15","GD@15","NASHPG","NASH%","CSM","DPM","WPM","VWPM","WCPM"
0.5,1.17,1.773,97,33.0,12.7,10.9,6.8,5.0,60.0,80.0,2.20,44.1,1.70,85.0,1.20,0.9,1.621,0.70,48.3,31.1,1.871,3.2,1.24,1.29
0.2,0.81,1.682,-95,33.21666666666667,11.3,14.0,4.2,7.9,80.0,40.0,2.20,43.1,1.20,60.0,1.10,-0.2,0.56,0.50,44.4,31.6,1.719,3.3,1.66,1.45
0.58,1.07,1.767,18,36.03333333333333,15.6,14.5,6.3,6.1,66.7,58.3,2.67,45.2,1.00,50.0,0.83,0.3,0.858,0.92,56.8,31.8,1.971,3.6,1.62,1.59
0.0,0.38,1.574,-350,34.15,7.5,19.5,3.3,9.8,37.5,12.5,2.00,41.4,0.63,31.3,1.00,-0.8,-2.277,0.38,20.8,30.5,1.626,3.4,1.45,1.31
0.0,0.39,1.516,-445,30.15,7.4,18.9,1.9,9.0,12.5,25.0,1.25,22.5,1.00,56.3,0.75,-1.4,-3.306,0.13,6.3,29.3,1.536,2.9,1.18,1.25
0.63,1.24,1.819,71,33.38333333333333,17.2,13.8,7.0,5.0,63.6,36.4,3.09,66.9,1.18,59.1,1.45,-0.2,0.026,0.64,45.0,32.2,2.205,3.4,1.24,1.43
0.2,0.57,1.567,-353,30.783333333333335,9.7,17.0,3.4,8.0,50.0,10.0,1.90,34.9,0.40,20.0,0.70,-1.3,-4.119,0.80,37.0,27.4,1.577,2.4,0.94,0.95
0.4,0.90,1.711,-107,35.43333333333333,15.3,17.0,4.3,7.6,40.0,10.0,2.50,45.5,0.50,25.0,0.90,-1.1,-1.349,1.00,44.2,30.8,1.952,3.0,1.22,1.30
0.25,0.55,1.606,-270,32.18333333333333,10.9,19.6,3.1,8.0,12.5,37.5,2.00,39.2,0.75,37.5,0.88,-0.8,-2.378,0.38,37.5,28.3,1.704,2.5,1.10,1.03
0.6,1.40,1.867,151,31.9,15.4,11.0,7.4,5.0,80.0,80.0,2.80,64.5,0.70,35.0,1.40,0.9,1.783,0.90,70.0,33.7,1.783,3.5,1.67,1.59
0.52,1.02,1.811,-6,35.333333333333336,13.4,13.0,6.0,6.0,40.0,44.0,2.04,39.5,0.92,46.0,0.64,-0.2,-0.486,0.80,42.7,34.7,1.854,4.2,1.51,1.86
1.0,2.01,1.936,345,31.966666666666665,20.9,10.4,8.5,2.6,100.0,62.5,3.13,67.5,1.63,87.5,1.25,1.1,3.284,0.88,69.4,32.0,2.127,2.6,1.01,1.22
0.18,0.65,1.685,-181,33.483333333333334,11.1,17.2,4.4,8.1,36.4,45.5,1.55,28.6,0.64,31.8,0.55,-0.5,-1.587,0.64,28.8,31.5,2.051,3.1,1.11,1.27
0.23,0.56,1.68,-231,30.816666666666666,8.2,14.6,4.1,8.2,30.8,23.1,1.77,37.3,0.54,30.8,0.85,-0.4,-1.531,0.31,23.1,33.1,1.657,3.2,1.24,1.47
0.27,0.82,1.741,-103,32.733333333333334,11.4,14.0,4.5,7.3,36.4,50.0,2.27,50.5,1.18,65.9,0.91,0.0,-0.039,0.36,29.4,33.2,1.753,3.9,1.61,1.88
0.0,0.40,1.555,-453,27.95,7.0,17.5,0.8,9.8,50.0,25.0,0.75,16.3,0.25,12.5,0.25,-2.0,-5.394,0.00,0.0,30.5,1.362,3.0,1.10,1.29
0.5,1.15,1.795,4,32.31666666666667,11.8,10.2,5.6,5.9,56.3,75.0,2.19,49.1,1.00,59.4,0.63,0.2,0.232,0.50,43.8,34.2,1.784,3.8,1.21,1.55
0.63,0.99,1.821,59,32.083333333333336,13.9,14.0,7.5,5.3,45.5,72.7,1.91,39.2,1.18,59.1,0.73,0.2,-0.567,0.91,60.6,32.1,1.9,3.5,1.38,1.34
0.8,1.49,1.83,194,33.95,16.4,11.0,7.2,3.8,60.0,50.0,3.10,62.0,1.30,65.0,1.20,0.1,0.622,1.20,80.0,31.6,2.207,3.4,1.32,1.38
0.42,1.04,1.712,-26,33.55,11.3,10.9,5.4,6.4,28.6,42.9,2.86,61.2,1.14,64.3,1.43,0.0,-0.282,0.57,50.0,32.6,1.761,3.4,1.25,1.39
0.2,0.55,1.698,-162,32.3,8.4,15.3,4.1,7.3,20.0,20.0,1.90,40.5,1.30,65.0,0.80,-0.5,-1.411,0.30,33.3,34.6,1.54,3.5,1.58,1.72
0.75,1.67,1.849,156,30.916666666666668,15.0,9.0,8.0,3.3,50.0,25.0,2.25,51.7,1.00,50.0,0.50,0.0,0.4,0.75,37.5,34.0,1.765,3.5,1.16,1.69
0.75,1.86,1.886,277,28.133333333333333,15.7,8.4,7.1,3.3,41.7,41.7,2.83,68.1,1.00,54.5,1.09,0.4,1.637,0.67,66.7,32.5,2.029,3.1,1.20,1.34
0.63,1.08,1.842,80,30.766666666666666,15.1,13.8,6.6,5.5,63.6,54.5,2.09,51.4,1.36,68.2,0.91,0.3,0.389,0.73,60.6,32.7,1.994,3.4,1.37,1.36
0.41,1.18,1.75,2,34.71666666666667,12.8,10.9,6.3,6.9,50.0,50.0,2.58,47.7,1.33,66.7,0.83,0.1,0.859,0.67,44.4,32.2,1.62,3.6,1.49,1.41
0.62,1.10,1.842,177,32.95,15.0,13.6,8.6,4.3,87.5,62.5,2.25,46.5,1.25,62.5,0.75,1.0,1.267,0.88,68.8,32.3,2.149,2.9,1.03,1.54
0.12,0.36,1.573,-530,26.016666666666666,9.6,26.5,2.3,8.6,50.0,12.5,0.75,22.3,0.50,31.3,0.63,-2.1,-5.98,0.38,40.0,26.0,1.795,2.2,0.73,0.81
0.37,0.94,1.812,5,29.5,16.8,17.9,5.3,5.6,50.0,75.0,1.38,34.9,1.13,56.3,0.75,0.9,1.682,0.63,54.2,31.1,2.006,2.5,0.93,0.93
0.27,0.89,1.769,-66,33.1,13.5,15.1,5.0,6.6,63.6,54.5,2.18,47.9,1.00,50.0,0.91,0.0,0.294,0.73,50.0,32.9,1.893,3.2,1.19,1.32
0.72,1.22,1.857,166,32.13333333333333,16.8,13.8,7.6,3.8,72.7,63.6,2.82,60.6,1.18,59.1,1.09,0.5,0.946,0.82,59.1,31.9,2.094,3.5,1.33,1.21
0.75,1.37,1.882,203,32.733333333333334,17.1,12.5,8.2,3.8,58.3,66.7,2.75,59.4,0.92,45.8,1.17,0.2,1.039,0.83,68.3,33.2,2.071,3.0,1.26,1.54
0.1,0.57,1.613,-312,31.383333333333333,10.5,18.4,2.6,9.3,60.0,20.0,1.40,28.0,0.70,35.0,0.70,-0.7,-1.714,0.20,7.5,30.2,1.75,3.4,1.11,1.16
0.84,1.65,1.939,324,28.083333333333332,17.5,10.4,8.8,2.7,61.5,84.6,2.85,72.8,1.77,88.5,1.31,1.4,2.727,0.92,82.1,32.7,2.261,2.6,1.03,1.02
0.58,1.08,1.757,14,34.45,13.6,12.6,6.1,5.3,58.3,41.7,2.42,46.0,1.08,58.3,0.67,-0.2,0.137,0.92,58.3,32.3,1.894,3.5,1.25,1.41
0.6,1.16,1.823,121,30.183333333333334,14.0,12.1,5.9,4.1,40.0,90.0,3.10,69.0,1.00,50.0,1.70,0.8,1.089,0.60,53.3,32.6,1.838,3.1,1.22,1.11
0.37,1.05,1.64,-165,31.05,12.6,12.0,3.3,7.3,37.5,37.5,2.00,40.2,0.50,25.0,1.00,-1.3,-1.326,0.50,38.1,29.5,1.546,2.7,0.89,0.95
0.37,0.76,1.698,-143,31.983333333333334,10.8,14.0,4.4,6.9,37.5,29.2,2.04,42.2,0.83,41.7,0.96,-0.5,-1.412,0.50,43.5,32.1,1.851,3.6,1.37,1.69
0.5,0.89,1.793,58,34.583333333333336,13.2,14.9,7.2,4.4,70.0,60.0,2.90,55.6,0.90,45.0,1.30,0.7,0.713,0.80,50.0,32.5,1.882,3.0,1.07,1.42
0.4,0.87,1.81,-36,31.65,13.7,15.8,4.8,6.2,50.0,60.0,2.40,53.2,1.10,55.0,1.00,0.2,0.131,0.70,60.0,34.0,1.93,3.3,1.34,1.63
0.62,1.11,1.795,96,32.266666666666666,15.1,13.5,6.0,4.9,50.0,50.0,2.50,52.7,0.50,25.0,0.88,0.0,0.391,0.75,52.1,32.5,2.093,3.3,1.43,1.13
0.23,0.68,1.688,-214,30.55,10.4,15.2,3.6,7.1,52.9,23.5,2.18,45.3,0.88,44.1,1.29,-0.3,-1.537,0.59,35.4,32.5,1.667,3.2,1.19,1.37
0.75,1.54,1.809,198,33.733333333333334,13.5,8.8,8.5,3.8,75.0,75.0,2.50,47.5,1.50,75.0,1.25,1.0,0.409,1.75,100.0,30.6,1.72,3.1,1.18,1.33
0.25,0.69,1.618,-189,31.566666666666666,10.3,14.9,4.3,7.2,58.3,50.0,1.42,27.0,0.75,37.5,0.50,-0.3,-1.144,0.42,28.3,29.7,1.701,3.4,1.27,1.21
0.6,1.07,1.716,-13,33.6,13.5,12.6,6.3,5.7,40.0,40.0,2.30,45.0,1.00,50.0,1.10,-0.3,-0.772,0.80,55.0,30.9,1.83,3.3,1.55,1.38
0.5,1.19,1.847,92,31.116666666666667,15.9,13.3,7.3,5.8,33.3,58.3,3.17,69.0,1.08,54.2,1.42,0.6,0.975,0.83,50.0,32.3,1.999,3.3,1.46,1.46
0.3,0.66,1.699,-217,30.966666666666665,11.6,17.6,4.1,7.8,23.1,15.4,2.23,45.8,0.46,23.1,0.85,-0.9,-1.337,0.23,20.8,31.4,1.743,3.0,1.25,1.18
0.87,1.96,1.942,281,29.683333333333334,23.0,11.8,7.8,2.6,75.0,50.0,3.00,66.3,1.00,62.5,0.88,0.3,1.449,0.75,64.3,31.1,2.472,2.5,0.84,1.04
0.75,2.59,1.895,288,29.633333333333333,14.3,5.5,8.5,3.0,50.0,50.0,2.50,66.3,1.00,50.0,1.00,0.0,1.733,0.75,75.0,34.3,1.776,3.5,1.23,1.67
0.62,1.08,1.749,63,33.25,13.0,12.0,6.1,5.0,37.5,75.0,3.50,72.0,1.50,75.0,1.25,1.0,2.033,0.75,56.3,31.9,1.952,3.1,1.27,1.36
0.5,1.13,1.812,115,35.4,15.9,13.9,6.3,5.6,62.5,62.5,2.50,47.2,1.13,56.3,1.13,0.9,1.755,0.50,41.7,32.7,2.197,3.4,1.36,1.55
0.57,0.95,1.82,72,33.333333333333336,12.4,13.0,6.1,4.9,35.7,50.0,2.64,53.2,0.93,46.4,0.93,0.1,0.42,0.86,69.2,35.1,2.082,3.6,1.17,1.93
0.62,1.08,1.777,73,34.96666666666667,15.9,14.8,7.3,5.1,25.0,62.5,3.13,59.5,1.13,56.3,1.25,0.1,0.664,0.88,75.0,30.5,2.053,3.8,1.17,1.83
0.6,1.02,1.724,-7,34.53333333333333,12.1,11.8,6.3,5.5,30.0,50.0,2.80,51.6,1.10,55.0,1.20,0.0,-0.333,0.40,30.0,32.1,1.765,3.2,1.44,1.41
0.83,1.48,1.874,168,32.86666666666667,17.8,12.0,8.5,4.6,50.0,58.3,2.83,58.1,1.33,66.7,1.08,0.2,0.988,1.08,72.9,32.7,1.987,3.3,1.45,1.32
0.6,1.03,1.78,54,32.916666666666664,15.8,15.3,6.6,4.4,50.0,60.0,2.50,51.5,1.10,60.0,1.00,0.5,0.656,0.70,55.0,31.3,2.212,3.0,1.42,1.40
0.18,0.64,1.65,-215,32.233333333333334,9.8,15.4,3.9,8.5,36.4,27.3,2.36,51.5,0.55,27.3,1.18,-0.9,-2.51,0.27,22.7,31.3,1.785,3.3,1.39,1.46
0.3,0.74,1.708,-122,33.31666666666667,11.7,15.8,3.7,7.8,40.0,30.0,2.00,42.0,0.50,25.0,0.80,-0.3,-0.526,0.50,30.0,32.1,2.017,2.7,0.96,1.33
0.81,1.87,1.89,254,34.516666666666666,15.3,8.2,8.2,3.5,72.7,90.9,2.91,61.3,0.91,59.1,1.36,0.8,1.788,0.73,56.8,34.6,1.846,3.3,1.01,1.48
0.11,0.48,1.609,-391,29.4,9.1,19.1,2.4,8.6,29.4,35.3,1.18,27.3,0.88,46.9,0.35,-0.2,-2.318,0.29,17.6,30.4,1.555,3.2,1.26,1.41
0.41,0.86,1.673,-127,32.61666666666667,14.3,16.8,4.8,6.6,41.7,25.0,2.33,44.2,0.42,29.2,0.92,-0.6,-1.183,0.67,47.2,29.5,1.916,3.3,1.31,1.27
0.72,1.35,1.872,133,32.583333333333336,15.7,11.6,7.4,4.1,61.1,55.6,2.67,55.4,0.89,47.1,0.89,0.0,0.538,1.00,63.0,33.5,1.935,3.8,1.26,1.70
0.41,0.92,1.775,15,31.716666666666665,12.7,13.8,5.4,5.3,66.7,50.0,1.92,45.3,1.25,62.5,0.92,0.2,0.023,0.83,51.4,32.4,1.913,2.9,1.23,1.41
0.45,0.94,1.809,4,29.3,14.1,15.0,5.7,4.5,27.3,72.7,2.27,58.9,1.27,63.6,1.27,0.6,1.177,0.55,54.5,33.0,1.998,3.5,1.41,1.49
0.87,2.03,1.961,371,28.066666666666666,17.8,8.6,8.3,2.3,37.5,87.5,3.00,72.1,1.38,68.8,1.50,1.1,2.636,1.00,81.3,33.0,2.092,3.0,1.05,1.16
0.41,0.80,1.715,-77,29.266666666666666,11.8,14.8,4.6,6.9,33.3,33.3,2.50,59.2,1.00,54.2,1.42,0.0,-0.042,0.50,45.8,31.1,1.723,3.3,1.37,1.15
0.66,1.03,1.819,12,30.55,14.7,14.1,6.4,5.4,55.6,44.4,2.22,50.0,0.56,27.8,1.00,-0.2,0.236,0.89,66.7,32.5,1.98,3.2,1.09,1.37
0.57,1.06,1.852,118,31.5,16.4,15.6,7.3,5.3,57.1,85.7,2.29,51.7,0.71,35.7,0.86,1.0,1.906,0.86,64.3,32.7,2.15,2.9,1.13,0.93
0.5,1.13,1.785,89,32.13333333333333,11.9,10.5,5.9,5.1,75.0,62.5,3.25,71.9,0.88,43.8,1.63,0.0,0.658,1.13,56.3,33.1,1.771,3.8,1.46,1.75
0.72,1.36,1.89,182,31.466666666666665,19.7,14.5,7.0,3.9,27.3,63.6,2.36,51.8,1.45,72.7,0.82,0.4,1.459,0.82,70.0,31.9,2.383,2.9,1.20,1.34
0.54,1.07,1.751,-12,31.833333333333332,12.2,11.2,5.5,5.8,54.5,45.5,1.82,41.1,1.18,59.1,0.64,-0.4,-0.351,0.64,50.0,32.9,1.648,2.8,1.04,1.16
0.53,0.92,1.831,26,31.05,15.1,16.3,6.5,5.6,53.8,46.2,2.46,56.2,0.69,34.6,1.08,-0.1,0.02,0.85,57.7,31.9,1.79,3.2,1.33,1.17
0.25,0.62,1.647,-203,32.266666666666666,9.1,14.6,3.5,7.4,25.0,25.0,2.00,40.7,0.63,35.7,0.71,0.1,-0.113,0.25,16.7,32.4,1.459,3.5,1.29,1.30
0.45,0.93,1.7,-117,32.766666666666666,14.8,15.9,4.5,7.3,36.4,27.3,2.00,39.4,1.00,50.0,0.82,-0.6,-0.988,0.73,45.5,30.2,2.132,3.2,1.33,1.27
0.5,0.94,1.778,49,30.333333333333332,12.9,13.8,5.5,5.0,75.0,50.0,3.38,71.6,1.13,56.3,1.63,0.0,1.439,0.13,20.0,32.8,1.852,2.9,1.13,1.24
0.11,0.58,1.587,-306,33.53333333333333,10.0,17.3,2.2,9.1,11.1,22.2,2.33,41.5,0.11,5.6,1.00,-1.2,-2.478,0.67,25.0,29.6,1.584,2.8,1.03,1.09
0.41,1.11,1.78,7,33.75,12.9,11.6,4.4,6.1,41.2,35.3,2.12,42.3,0.88,50.0,0.59,-0.1,-0.08,0.59,47.1,33.8,2.09,3.7,1.37,1.74
0.9,1.73,1.835,190,32.65,17.0,9.7,7.8,3.9,50.0,40.0,3.30,69.5,0.80,40.0,1.20,0.4,0.57,1.30,80.0,31.8,1.909,2.6,1.17,1.34
0.53,1.10,1.824,76,32.583333333333336,12.7,11.5,6.6,5.5,65.4,73.1,2.65,59.4,1.00,50.0,1.27,0.7,1.295,0.62,51.3,34.0,1.809,3.7,1.49,1.73
0.9,1.84,1.928,296,32.31666666666667,19.9,10.7,8.0,2.1,60.0,70.0,3.30,74.7,1.80,90.0,1.30,0.5,1.447,1.20,90.0,33.6,2.069,3.2,1.26,1.81
0.0,0.32,1.564,-420,29.0,5.9,18.4,2.2,9.3,20.0,10.0,1.20,27.5,0.30,15.0,0.60,-1.5,-3.12,0.20,15.0,30.5,1.415,3.3,1.19,1.21
0.72,1.48,1.89,215,31.05,16.8,11.3,8.7,3.1,81.8,54.5,2.82,63.4,1.18,59.1,1.09,0.4,1.775,0.82,74.1,33.4,2.25,3.4,1.47,1.39
0.5,1.14,1.697,-37,33.45,11.9,10.4,4.5,6.6,75.0,25.0,2.13,39.6,0.88,43.8,0.63,-1.0,-0.611,0.50,50.0,31.9,1.915,3.3,1.10,1.34
0.2,0.52,1.58,-236,31.15,8.2,15.9,3.9,7.6,40.0,40.0,2.20,48.2,1.10,55.0,1.20,-0.4,-2.237,0.20,22.2,28.6,1.461,3.0,1.04,1.06
0.3,0.77,1.743,-143,30.15,13.2,17.1,4.5,6.8,38.5,46.2,1.62,40.9,1.38,69.2,0.46,0.0,-1.179,0.54,43.1,31.6,1.877,3.5,1.36,1.63
0.25,0.60,1.648,-273,32.68333333333333,14.1,23.4,3.6,7.9,12.5,50.0,2.13,40.1,0.88,43.8,0.63,-0.3,-3.021,0.50,20.8,29.0,2.213,3.0,1.00,1.04
0.69,1.49,1.904,221,28.55,14.9,9.8,7.4,3.7,60.9,73.9,2.22,56.2,1.22,60.9,1.13,0.7,1.766,0.83,71.7,33.6,1.953,2.9,1.15,1.38
0.77,1.24,1.88,185,31.383333333333333,14.4,11.7,7.2,3.3,77.8,77.8,2.56,60.9,1.33,72.2,1.11,0.3,1.018,0.78,66.7,34.0,2.088,2.7,1.12,1.27
0.09,0.40,1.572,-383,30.95,6.7,16.7,1.5,9.4,36.4,36.4,1.45,27.9,0.09,4.5,0.73,-1.2,-2.619,0.09,3.0,31.1,1.657,3.3,1.15,1.18
0.41,0.94,1.778,-3,32.63333333333333,16.9,17.9,6.4,6.6,58.3,66.7,2.50,53.4,0.92,54.2,0.92,0.7,0.557,0.58,41.7,30.4,2.056,2.8,1.02,1.19
0.41,0.84,1.787,-13,34.083333333333336,12.3,14.8,6.8,6.8,41.7,50.0,2.92,60.8,1.08,54.2,1.33,0.3,0.27,0.67,41.7,32.5,1.904,3.3,1.41,1.40
0.5,0.96,1.782,6,32.03333333333333,16.9,17.6,6.5,6.2,41.7,75.0,2.17,45.3,1.08,58.3,0.75,0.7,0.548,1.08,51.4,29.5,1.961,3.0,1.25,1.31
0.36,0.91,1.818,-15,31.45,13.9,15.4,5.4,6.5,27.3,36.4,1.73,38.9,1.09,59.1,0.64,0.4,-1.09,0.55,55.0,33.8,1.822,3.0,1.18,1.44
0.7,1.51,1.769,98,30.583333333333332,13.0,8.6,7.0,4.5,60.0,80.0,2.60,58.7,1.30,65.0,1.00,0.3,-0.096,1.10,70.0,31.1,1.867,3.5,1.32,1.14
0.0,0.49,1.597,-344,30.316666666666666,8.4,17.1,2.6,9.3,42.9,14.3,1.00,18.3,0.14,7.1,0.57,-1.4,-1.868,0.00,0.0,29.7,1.558,2.5,1.00,1.14
0.66,1.25,1.835,106,35.93333333333333,20.1,16.1,7.6,4.3,33.3,44.4,2.89,48.3,1.22,61.1,0.44,-0.3,0.505,1.44,71.3,31.2,2.102,2.7,1.02,1.34
0.18,0.75,1.689,-143,36.45,9.5,12.7,4.5,8.5,54.5,36.4,2.27,40.3,0.73,40.9,0.82,-0.5,-0.594,0.91,45.5,32.1,1.724,3.5,1.39,1.44
0.6,1.23,1.857,123,30.616666666666667,14.3,11.6,6.6,4.8,45.0,50.0,2.55,56.2,1.05,52.5,1.20,0.0,0.441,0.75,57.9,33.8,1.867,3.4,1.37,1.71
0.53,1.26,1.878,128,30.833333333333332,15.6,12.4,6.6,4.7,69.2,61.5,2.69,64.0,1.23,66.7,1.00,0.1,1.924,0.77,61.5,34.3,2.155,3.2,1.29,1.68
0.5,1.18,1.796,60,34.56666666666667,14.3,12.1,6.2,6.1,20.0,40.0,2.50,48.2,1.20,65.0,0.50,0.1,0.748,0.80,60.0,33.6,1.919,3.5,1.39,1.52
0.56,0.87,1.76,-27,32.666666666666664,10.9,12.6,6.9,5.9,37.5,50.0,2.50,53.5,1.13,56.3,0.94,-0.1,-0.937,1.00,59.4,32.3,1.795,3.6,1.30,1.32
0.33,0.75,1.763,-11,34.21666666666667,10.2,13.7,6.7,6.3,44.4,88.9,2.00,39.8,1.22,61.1,1.00,0.8,1.583,0.56,44.4,33.2,1.717,3.5,1.33,1.41
0.31,0.67,1.741,-142,32.9,10.6,15.9,4.8,7.4,37.5,56.3,2.19,45.6,1.06,56.7,1.13,0.2,-0.713,0.81,40.6,33.2,1.673,3.3,1.39,1.55
0.58,1.30,1.791,89,32.43333333333333,14.0,10.7,6.5,5.2,58.3,75.0,2.67,57.8,0.83,41.7,1.00,0.6,1.366,0.67,59.1,32.6,1.895,3.3,1.37,1.45
1.0,1.87,1.879,286,31.916666666666668,17.8,9.5,8.8,2.5,75.0,75.0,3.25,75.0,1.25,62.5,1.50,0.8,0.536,1.00,62.5,32.0,1.997,2.9,1.10,1.37
0.61,1.38,1.819,116,30.666666666666668,14.1,10.2,6.6,4.8,69.2,76.9,2.31,50.6,0.77,38.5,0.62,0.3,1.106,0.92,76.9,33.0,1.887,3.4,1.41,1.20
0.75,1.73,1.812,176,34.96666666666667,16.6,9.6,7.9,3.9,100.0,87.5,2.25,46.3,1.50,75.0,0.38,0.4,0.366,1.00,68.8,31.2,1.96,3.6,1.61,1.98
0.0,0.63,1.59,-254,34.1,9.8,15.5,2.5,9.5,50.0,25.0,2.50,49.2,0.75,37.5,1.00,-0.3,-1.498,0.75,37.5,30.3,1.472,3.0,1.02,1.35
0.47,0.98,1.793,-34,29.45,13.0,13.4,5.8,6.1,47.6,71.4,1.62,39.8,1.33,66.7,0.48,0.5,0.402,0.62,47.4,32.7,1.918,3.0,1.12,1.32
0.44,0.98,1.813,111,35.166666666666664,15.6,15.9,6.7,5.1,66.7,100.0,3.00,59.5,1.78,88.9,1.56,0.7,0.909,0.89,53.7,31.1,1.915,3.0,1.17,1.22
0.63,1.03,1.777,69,34.733333333333334,15.3,14.8,6.8,5.2,54.5,63.6,3.00,58.6,0.64,31.8,1.45,0.1,1.176,0.64,45.5,31.5,2.104,3.1,1.18,1.42
0.63,1.55,1.797,117,33.38333333333333,15.2,9.8,6.9,4.4,54.5,81.8,2.45,50.0,1.36,68.2,0.45,0.8,1.813,0.73,75.0,32.4,1.818,3.5,1.33,1.52
0.5,0.87,1.744,-23,34.9,11.2,12.8,6.5,6.8,41.7,50.0,2.25,40.8,1.08,54.2,0.83,0.3,0.149,0.83,45.8,32.3,1.697,3.4,1.34,1.49
0.6,1.37,1.804,91,30.983333333333334,15.3,11.2,6.6,5.4,60.0,50.0,2.50,57.3,1.20,60.0,1.10,0.1,0.168,0.60,60.0,31.4,1.864,3.4,1.44,1.47
0.4,0.90,1.689,-60,31.983333333333334,11.2,12.4,4.9,6.0,80.0,50.0,2.40,48.0,1.00,55.0,1.20,0.1,0.245,0.70,40.0,31.0,1.857,3.5,1.65,1.39
1.0,1.77,1.866,267,34.45,17.0,9.6,9.3,3.1,62.5,87.5,3.50,68.3,1.38,75.0,1.00,0.6,1.927,1.13,75.0,32.2,2.059,3.2,1.21,1.54
0.75,1.51,1.911,283,32.083333333333336,18.2,12.0,8.9,3.3,58.3,83.3,2.75,60.6,1.33,66.7,1.33,1.0,1.83,1.17,91.7,32.6,2.074,3.2,1.20,1.48
0.5,1.05,1.73,-1,30.233333333333334,12.3,11.5,6.0,4.9,62.5,50.0,2.88,64.4,1.13,56.3,1.25,0.4,-0.333,0.88,56.3,30.5,1.938,3.0,1.41,1.42
0.5,0.93,1.74,-65,30.666666666666668,13.6,14.6,5.5,5.8,25.0,50.0,1.63,36.0,1.25,62.5,0.88,0.3,-0.132,0.75,52.4,31.6,1.733,3.2,1.31,1.43
0.75,1.69,1.868,221,33.03333333333333,17.5,10.4,7.8,4.4,87.5,75.0,2.63,52.8,1.38,68.8,0.50,0.8,1.837,1.00,70.8,31.9,1.867,3.2,1.18,1.23
0.58,1.24,1.82,80,31.916666666666668,17.8,14.4,7.3,5.8,58.3,50.0,2.67,56.5,1.08,54.2,1.25,0.0,0.944,0.67,52.8,30.4,2.103,3.0,1.20,1.24
