INTZ Academy	S11	BR	10	20.0%	0.63	1637	-231	33:15	10.6	16.8	4.0	8.3	40.0	30.0	2.10	41.8	1.00	50.0	0.50	-0.5	-1235	0.40	20.0	30.8	1684	3.5	1.57	1.34
INTZ e-Sports	S11	BR	12	33.3%	0.91	1773	-36	32:32	13.0	14.3	5.3	7.4	83.3	50.0	1.83	40.5	0.92	45.8	0.83	-0.2	272	0.33	25.0	32.8	1753	3.5	1.59	1.43
Invictus Gaming	S11	CN	18	55.6%	1.18	1859	102	29:26	15.6	13.2	5.9	4.7	61.1	50.0	2.78	64.7	0.83	41.7	1.17	0.1	900	0.78	66.7	32.9	2122	3.3	1.39	1.56
Ion Squad	S11	BE	8	87.5%	1.78	1880	297	32:32	18.9	10.6	8.5	1.9	62.5	75.0	3.00	61.9	1.13	62.5	0.75	0.8	1130	1.25	81.3	30.8	2172	2.8	1.04	1.34
Iron Wolves	S11	LT	8	37.5%	0.97	1735	-21	30:47	12.6	13.0	5.0	7.1	50.0	37.5	2.38	51.5	0.75	37.5	1.13	-0.3	743	0.50	31.3	31.4	1728	2.9	1.06	1.10
Istanbul Wildcats	S11	TR	10	70.0%	1.55	1876	235	31:52	16.0	10.3	8.1	3.6	60.0	80.0	2.90	59.5	1.50	75.0	0.90	0.9	1961	0.90	70.0	33.0	1801	2.8	1.18	1.43
Isurus	S11	LAT	8	25.0%	0.61	1611	-245	38:19	10.9	17.9	4.0	9.4	62.5	37.5	2.00	36.2	0.63	31.3	0.75	-0.6	-155	0.75	27.1	30.1	1599	3.4	1.37	1.24
IZI Dream	S11	FR	11	36.4%	0.66	1722	-126	31:26	12.6	19.3	4.2	7.1	27.3	45.5	2.09	42.4	0.64	31.8	0.91	-0.4	-1034	0.36	37.0	31.2	1874	2.8	1.07	1.13
J Team	S11	PCS	4	50.0%	1.14	1896	215	33:07	14.3	12.5	6.3	5.3	50.0	50.0	3.00	71.0	1.00	50.0	1.25	1.0	2376	0.50	44.4	35.3	2056	2.8	1.13	1.67
JD Gaming	S11	CN	16	62.5%	1.05	1813	45	32:13	13.4	12.8	6.3	4.6	31.3	37.5	2.44	50.6	1.00	53.3	0.69	-0.3	-160	0.56	45.6	34.1	2035	3.4	1.17	1.58
K1CK	S11	PL	10	50.0%	1.17	1773	97	33:00	12.7	10.9	6.8	5.0	60.0	80.0	2.20	44.1	1.70	85.0	1.20	0.9	1621	0.70	48.3	31.1	1871	3.2	1.24	1.29
KaBuM! Academy	S11	BR	10	20.0%	0.81	1682	-95	33:13	11.3	14.0	4.2	7.9	80.0	40.0	2.20	43.1	1.20	60.0	1.10	-0.2	560	0.50	44.4	31.6	1719	3.3	1.66	1.45
KaBuM! e-Sports	S11	BR	12	58.3%	1.07	1767	18	36:02	15.6	14.5	6.3	6.1	66.7	58.3	2.67	45.2	1.00	50.0	0.83	0.3	858	0.92	56.8	31.8	1971	3.6	1.62	1.59
Kaos Latin Gamers	S11	LAT	8	0.0%	0.38	1574	-350	34:09	7.5	19.5	3.3	9.8	37.5	12.5	2.00	41.4	0.63	31.3	1.00	-0.8	-2277	0.38	20.8	30.5	1626	3.4	1.45	1.31
Karma Clan Esports	S11	PT	8	0.0%	0.39	1516	-445	30:09	7.4	18.9	1.9	9.0	12.5	25.0	1.25	22.5	1.00	56.3	0.75	-1.4	-3306	0.13	6.3	29.3	1536	2.9	1.18	1.25
Karmine Corp	S11	FR	11	63.6%	1.24	1819	71	33:23	17.2	13.8	7.0	5.0	63.6	36.4	3.09	66.9	1.18	59.1	1.45	-0.2	26	0.64	45.0	32.2	2205	3.4	1.24	1.43
Komil & Friends	S11	PL	10	20.0%	0.57	1567	-353	30:47	9.7	17.0	3.4	8.0	50.0	10.0	1.90	34.9	0.40	20.0	0.70	-1.3	-4119	0.80	37.0	27.4	1577	2.4	0.94	0.95
KOVA Esports	S11	EUW	10	40.0%	0.90	1711	-107	35:26	15.3	17.0	4.3	7.6	40.0	10.0	2.50	45.5	0.50	25.0	0.90	-1.1	-1349	1.00	44.2	30.8	1952	3.0	1.22	1.30
KRC Genk Esports	S11	BE	8	25.0%	0.55	1606	-270	32:11	10.9	19.6	3.1	8.0	12.5	37.5	2.00	39.2	0.75	37.5	0.88	-0.8	-2378	0.38	37.5	28.3	1704	2.5	1.10	1.03
KT Challengers	S11	KR	10	60.0%	1.40	1867	151	31:54	15.4	11.0	7.4	5.0	80.0	80.0	2.80	64.5	0.70	35.0	1.40	0.9	1783	0.90	70.0	33.7	1783	3.5	1.67	1.59
KT Rolster	S11	KR	25	52.0%	1.02	1811	-6	35:20	13.4	13.0	6.0	6.0	40.0	44.0	2.04	39.5	0.92	46.0	0.64	-0.2	-486	0.80	42.7	34.7	1854	4.2	1.51	1.86
KV Mechelen Esports	S11	BE	8	100.0%	2.01	1936	345	31:58	20.9	10.4	8.5	2.6	100.0	62.5	3.13	67.5	1.63	87.5	1.25	1.1	3284	0.88	69.4	32.0	2127	2.6	1.01	1.22
LDLC OL	S11	FR	11	18.2%	0.65	1685	-181	33:29	11.1	17.2	4.4	8.1	36.4	45.5	1.55	28.6	0.64	31.8	0.55	-0.5	-1587	0.64	28.8	31.5	2051	3.1	1.11	1.27
LGD Gaming	S11	CN	13	23.1%	0.56	1680	-231	30:49	8.2	14.6	4.1	8.2	30.8	23.1	1.77	37.3	0.54	30.8	0.85	-0.4	-1531	0.31	23.1	33.1	1657	3.2	1.24	1.47
Liiv SANDBOX	S11	KR	22	27.3%	0.82	1741	-103	32:44	11.4	14.0	4.5	7.3	36.4	50.0	2.27	50.5	1.18	65.9	0.91	0.0	-39	0.36	29.4	33.2	1753	3.9	1.61	1.88
Liyab Esports	S11	PCS	4	0.0%	0.40	1555	-453	27:57	7.0	17.5	0.8	9.8	50.0	25.0	0.75	16.3	0.25	12.5	0.25	-2.0	-5394	0.00	0.0	30.5	1362	3.0	1.10	1.29
LNG Esports	S11	CN	16	50.0%	1.15	1795	4	32:19	11.8	10.2	5.6	5.9	56.3	75.0	2.19	49.1	1.00	59.4	0.63	0.2	232	0.50	43.8	34.2	1784	3.8	1.21	1.55
LOUD	S11	BR	11	63.6%	0.99	1821	59	32:05	13.9	14.0	7.5	5.3	45.5	72.7	1.91	39.2	1.18	59.1	0.73	0.2	-567	0.91	60.6	32.1	1900	3.5	1.38	1.34
LOUD Academy	S11	BR	10	80.0%	1.49	1830	194	33:57	16.4	11.0	7.2	3.8	60.0	50.0	3.10	62.0	1.30	65.0	1.20	0.1	622	1.20	80.0	31.6	2207	3.4	1.32	1.38
LowLandLions	S11	NL	7	42.9%	1.04	1712	-26	33:33	11.3	10.9	5.4	6.4	28.6	42.9	2.86	61.2	1.14	64.3	1.43	0.0	-282	0.57	50.0	32.6	1761	3.4	1.25	1.39
LSB Challengers	S11	KR	10	20.0%	0.55	1698	-162	32:18	8.4	15.3	4.1	7.3	20.0	20.0	1.90	40.5	1.30	65.0	0.80	-0.5	-1411	0.30	33.3	34.6	1540	3.5	1.58	1.72
Machi E-Sports	S11	PCS	4	75.0%	1.67	1849	156	30:55	15.0	9.0	8.0	3.3	50.0	25.0	2.25	51.7	1.00	50.0	0.50	0.0	400	0.75	37.5	34.0	1765	3.5	1.16	1.69
Macko Esports	S11	IT	12	75.0%	1.86	1886	277	28:08	15.7	8.4	7.1	3.3	41.7	41.7	2.83	68.1	1.00	54.5	1.09	0.4	1637	0.67	66.7	32.5	2029	3.1	1.20	1.34
MAD Lions	S11	EUW	11	63.6%	1.08	1842	80	30:46	15.1	13.8	6.6	5.5	63.6	54.5	2.09	51.4	1.36	68.2	0.91	0.3	389	0.73	60.6	32.7	1994	3.4	1.37	1.36
MAD Lions Madrid	S11	ES	12	41.7%	1.18	1750	2	34:43	12.8	10.9	6.3	6.9	50.0	50.0	2.58	47.7	1.33	66.7	0.83	0.1	859	0.67	44.4	32.2	1620	3.6	1.49	1.41
mCon esports Rotterdam	S11	NL	8	62.5%	1.10	1842	177	32:57	15.0	13.6	8.6	4.3	87.5	62.5	2.25	46.5	1.25	62.5	0.75	1.0	1267	0.88	68.8	32.3	2149	2.9	1.03	1.54
Medieval Riga	S11	LT	8	12.5%	0.36	1573	-530	26:01	9.6	26.5	2.3	8.6	50.0	12.5	0.75	22.3	0.50	31.3	0.63	-2.1	-5980	0.38	40.0	26.0	1795	2.2	0.73	0.81
Method2Madness	S11	LT	8	37.5%	0.94	1812	5	29:30	16.8	17.9	5.3	5.6	50.0	75.0	1.38	34.9	1.13	56.3	0.75	0.9	1682	0.63	54.2	31.1	2006	2.5	0.93	0.93
Misfits Gaming	S11	EUW	11	27.3%	0.89	1769	-66	33:06	13.5	15.1	5.0	6.6	63.6	54.5	2.18	47.9	1.00	50.0	0.91	0.0	294	0.73	50.0	32.9	1893	3.2	1.19	1.32
Misfits Premier	S11	FR	11	72.7%	1.22	1857	166	32:08	16.8	13.8	7.6	3.8	72.7	63.6	2.82	60.6	1.18	59.1	1.09	0.5	946	0.82	59.1	31.9	2094	3.5	1.33	1.21
Mkers	S11	IT	12	75.0%	1.37	1882	203	32:44	17.1	12.5	8.2	3.8	58.3	66.7	2.75	59.4	0.92	45.8	1.17	0.2	1039	0.83	68.3	33.2	2071	3.0	1.26	1.54
MnM Gaming	S11	EUW	10	10.0%	0.57	1613	-312	31:23	10.5	18.4	2.6	9.3	60.0	20.0	1.40	28.0	0.70	35.0	0.70	-0.7	-1714	0.20	7.5	30.2	1750	3.4	1.11	1.16
Mousesports	S11	DE	13	84.6%	1.65	1939	324	28:05	17.5	10.4	8.8	2.7	61.5	84.6	2.85	72.8	1.77	88.5	1.31	1.4	2727	0.92	82.1	32.7	2261	2.6	1.03	1.02
Movistar Riders	S11	ES	12	58.3%	1.08	1757	14	34:27	13.6	12.6	6.1	5.3	58.3	41.7	2.42	46.0	1.08	58.3	0.67	-0.2	137	0.92	58.3	32.3	1894	3.5	1.25	1.41
NASR eSports Turkey	S11	TR	10	60.0%	1.16	1823	121	30:11	14.0	12.1	5.9	4.1	40.0	90.0	3.10	69.0	1.00	50.0	1.70	0.8	1089	0.60	53.3	32.6	1838	3.1	1.22	1.11
Nexus Gaming	S11	RS	8	37.5%	1.05	1640	-165	31:03	12.6	12.0	3.3	7.3	37.5	37.5	2.00	40.2	0.50	25.0	1.00	-1.3	-1326	0.50	38.1	29.5	1546	2.7	0.89	0.95
Nongshim RedForce	S11	KR	24	37.5%	0.76	1698	-143	31:59	10.8	14.0	4.4	6.9	37.5	29.2	2.04	42.2	0.83	41.7	0.96	-0.5	-1412	0.50	43.5	32.1	1851	3.6	1.37	1.69
Nordavind	S11	EUW	10	50.0%	0.89	1793	58	34:35	13.2	14.9	7.2	4.4	70.0	60.0	2.90	55.6	0.90	45.0	1.30	0.7	713	0.80	50.0	32.5	1882	3.0	1.07	1.42
NS Challengers	S11	KR	10	40.0%	0.87	1810	-36	31:39	13.7	15.8	4.8	6.2	50.0	60.0	2.40	53.2	1.10	55.0	1.00	0.2	131	0.70	60.0	34.0	1930	3.3	1.34	1.63
OFFSET Esports	S11	PT	8	62.5%	1.11	1795	96	32:16	15.1	13.5	6.0	4.9	50.0	50.0	2.50	52.7	0.50	25.0	0.88	0.0	391	0.75	52.1	32.5	2093	3.3	1.43	1.13
OMG	S11	CN	17	23.5%	0.68	1688	-214	30:33	10.4	15.2	3.6	7.1	52.9	23.5	2.18	45.3	0.88	44.1	1.29	-0.3	-1537	0.59	35.4	32.5	1667	3.2	1.19	1.37
One Breath Gaming	S11	CIS	4	75.0%	1.54	1809	198	33:44	13.5	8.8	8.5	3.8	75.0	75.0	2.50	47.5	1.50	75.0	1.25	1.0	409	1.75	100.0	30.6	1720	3.1	1.18	1.33
Outplayed	S11	IT	12	25.0%	0.69	1618	-189	31:34	10.3	14.9	4.3	7.2	58.3	50.0	1.42	27.0	0.75	37.5	0.50	-0.3	-1144	0.42	28.3	29.7	1701	3.4	1.27	1.21
paiN Academy	S11	BR	10	60.0%	1.07	1716	-13	33:36	13.5	12.6	6.3	5.7	40.0	40.0	2.30	45.0	1.00	50.0	1.10	-0.3	-772	0.80	55.0	30.9	1830	3.3	1.55	1.38
paiN Gaming	S11	BR	12	50.0%	1.19	1847	92	31:07	15.9	13.3	7.3	5.8	33.3	58.3	3.17	69.0	1.08	54.2	1.42	0.6	975	0.83	50.0	32.3	1999	3.3	1.46	1.46
PENTA 1860	S11	DE	13	30.8%	0.66	1699	-217	30:58	11.6	17.6	4.1	7.8	23.1	15.4	2.23	45.8	0.46	23.1	0.85	-0.9	-1337	0.23	20.8	31.4	1743	3.0	1.25	1.18
PIGSPORTS	S11	LT	8	87.5%	1.96	1942	281	29:41	23.0	11.8	7.8	2.6	75.0	50.0	3.00	66.3	1.00	62.5	0.88	0.3	1449	0.75	64.3	31.1	2472	2.5	0.84	1.04
PSG Talon	S11	PCS	4	75.0%	2.59	1895	288	29:38	14.3	5.5	8.5	3.0	50.0	50.0	2.50	66.3	1.00	50.0	1.00	0.0	1733	0.75	75.0	34.3	1776	3.5	1.23	1.67
PSV Esports	S11	NL	8	62.5%	1.08	1749	63	33:15	13.0	12.0	6.1	5.0	37.5	75.0	3.50	72.0	1.50	75.0	1.25	1.0	2033	0.75	56.3	31.9	1952	3.1	1.27	1.36
Rainbow7	S11	LAT	8	50.0%	1.13	1812	115	35:24	15.9	13.9	6.3	5.6	62.5	62.5	2.50	47.2	1.13	56.3	1.13	0.9	1755	0.50	41.7	32.7	2197	3.4	1.36	1.55
Rare Atom	S11	CN	14	57.1%	0.95	1820	72	33:20	12.4	13.0	6.1	4.9	35.7	50.0	2.64	53.2	0.93	46.4	0.93	0.1	420	0.86	69.2	35.1	2082	3.6	1.17	1.93
Rascal Jester	S11	JP	8	62.5%	1.08	1777	73	34:58	15.9	14.8	7.3	5.1	25.0	62.5	3.13	59.5	1.13	56.3	1.25	0.1	664	0.88	75.0	30.5	2053	3.8	1.17	1.83
RED Academy	S11	BR	10	60.0%	1.02	1724	-7	34:32	12.1	11.8	6.3	5.5	30.0	50.0	2.80	51.6	1.10	55.0	1.20	0.0	-333	0.40	30.0	32.1	1765	3.2	1.44	1.41
RED Canids	S11	BR	12	83.3%	1.48	1874	168	32:52	17.8	12.0	8.5	4.6	50.0	58.3	2.83	58.1	1.33	66.7	1.08	0.2	988	1.08	72.9	32.7	1987	3.3	1.45	1.32
Rensga Academy	S11	BR	10	60.0%	1.03	1780	54	32:55	15.8	15.3	6.6	4.4	50.0	60.0	2.50	51.5	1.10	60.0	1.00	0.5	656	0.70	55.0	31.3	2212	3.0	1.42	1.40
Rensga eSports	S11	BR	11	18.2%	0.64	1650	-215	32:14	9.8	15.4	3.9	8.5	36.4	27.3	2.36	51.5	0.55	27.3	1.18	-0.9	-2510	0.27	22.7	31.3	1785	3.3	1.39	1.46
Riddle Esports	S11	EUW	10	30.0%	0.74	1708	-122	33:19	11.7	15.8	3.7	7.8	40.0	30.0	2.00	42.0	0.50	25.0	0.80	-0.3	-526	0.50	30.0	32.1	2017	2.7	0.96	1.33
Rogue	S11	EUW	11	81.8%	1.87	1890	254	34:31	15.3	8.2	8.2	3.5	72.7	90.9	2.91	61.3	0.91	59.1	1.36	0.8	1788	0.73	56.8	34.6	1846	3.3	1.01	1.48
Rogue Warriors	S11	CN	17	11.8%	0.48	1609	-391	29:24	9.1	19.1	2.4	8.6	29.4	35.3	1.18	27.3	0.88	46.9	0.35	-0.2	-2318	0.29	17.6	30.4	1555	3.2	1.26	1.41
Romulea eSport	S11	IT	12	41.7%	0.86	1673	-127	32:37	14.3	16.8	4.8	6.6	41.7	25.0	2.33	44.2	0.42	29.2	0.92	-0.6	-1183	0.67	47.2	29.5	1916	3.3	1.31	1.27
RoX	S11	CIS	4	50.0%	1.00	1653	-156	29:46	10.8	10.8	5.3	6.5	50.0	-	1.75	37.5	0.50	25.0	1.00	-1.0	-924	0.50	37.5	30.4	1328	3.0	1.29	1.19
Royal Never Give Up	S11	CN	18	72.2%	1.35	1872	133	32:35	15.7	11.6	7.4	4.1	61.1	55.6	2.67	55.4	0.89	47.1	0.89	0.0	538	1.00	63.0	33.5	1935	3.8	1.26	1.70
S2V Esports	S11	ES	12	41.7%	0.92	1775	15	31:43	12.7	13.8	5.4	5.3	66.7	50.0	1.92	45.3	1.25	62.5	0.92	0.2	23	0.83	51.4	32.4	1913	2.9	1.23	1.41
Saigon Buffalo	S11	VN	11	45.5%	0.94	1809	4	29:18	14.1	15.0	5.7	4.5	27.3	72.7	2.27	58.9	1.27	63.6	1.27	0.6	1177	0.55	54.5	33.0	1998	3.5	1.41	1.49
SAIM SE SuppUp	S11	RS	8	87.5%	2.03	1961	371	28:04	17.8	8.6	8.3	2.3	37.5	87.5	3.00	72.1	1.38	68.8	1.50	1.1	2636	1.00	81.3	33.0	2092	3.0	1.05	1.16
Samsung Morning Stars	S11	IT	12	41.7%	0.80	1715	-77	29:16	11.8	14.8	4.6	6.9	33.3	33.3	2.50	59.2	1.00	54.2	1.42	0.0	-42	0.50	45.8	31.1	1723	3.3	1.37	1.15
SBTC Esports	S11	VN	9	66.7%	1.03	1819	12	30:33	14.7	14.1	6.4	5.4	55.6	44.4	2.22	50.0	0.56	27.8	1.00	-0.2	236	0.89	66.7	32.5	1980	3.2	1.09	1.37
Sector One	S11	BE	7	57.1%	1.06	1852	118	31:30	16.4	15.6	7.3	5.3	57.1	85.7	2.29	51.7	0.71	35.7	0.86	1.0	1906	0.86	64.3	32.7	2150	2.9	1.13	0.93
Sengoku Gaming	S11	JP	8	50.0%	1.13	1785	89	32:08	11.9	10.5	5.9	5.1	75.0	62.5	3.25	71.9	0.88	43.8	1.63	0.0	658	1.13	56.3	33.1	1771	3.8	1.46	1.75
SINNERS Esports	S11	CZ	11	72.7%	1.36	1890	182	31:28	19.7	14.5	7.0	3.9	27.3	63.6	2.36	51.8	1.45	72.7	0.82	0.4	1459	0.82	70.0	31.9	2383	2.9	1.20	1.34
SK Gaming	S11	EUW	11	54.5%	1.07	1751	-12	31:50	12.2	11.2	5.5	5.8	54.5	45.5	1.82	41.1	1.18	59.1	0.64	-0.4	-351	0.64	50.0	32.9	1648	2.8	1.04	1.16
SK Gaming Prime	S11	DE	13	53.8%	0.92	1831	26	31:03	15.1	16.3	6.5	5.6	53.8	46.2	2.46	56.2	0.69	34.6	1.08	-0.1	20	0.85	57.7	31.9	1790	3.2	1.33	1.17
SoftBank Hawks Gaming	S11	JP	8	25.0%	0.62	1647	-203	32:16	9.1	14.6	3.5	7.4	25.0	25.0	2.00	40.7	0.63	35.7	0.71	0.1	-113	0.25	16.7	32.4	1459	3.5	1.29	1.30
Solary	S11	FR	11	45.5%	0.93	1700	-117	32:46	14.8	15.9	4.5	7.3	36.4	27.3	2.00	39.4	1.00	50.0	0.82	-0.6	-988	0.73	45.5	30.2	2132	3.2	1.33	1.27
Split Raiders	S11	RS	8	50.0%	0.94	1778	49	30:20	12.9	13.8	5.5	5.0	75.0	50.0	3.38	71.6	1.13	56.3	1.63	0.0	1439	0.13	20.0	32.8	1852	2.9	1.13	1.24
STOPWATCH eSports	S11	CZ	9	11.1%	0.58	1587	-306	33:32	10.0	17.3	2.2	9.1	11.1	22.2	2.33	41.5	0.11	5.6	1.00	-1.2	-2478	0.67	25.0	29.6	1584	2.8	1.03	1.09
Suning	S11	CN	17	41.2%	1.11	1780	7	33:45	12.9	11.6	4.4	6.1	41.2	35.3	2.12	42.3	0.88	50.0	0.59	-0.1	-80	0.59	47.1	33.8	2090	3.7	1.37	1.74
SuperMassive	S11	TR	10	90.0%	1.73	1835	190	32:39	17.0	9.7	7.8	3.9	50.0	40.0	3.30	69.5	0.80	40.0	1.20	0.4	570	1.30	80.0	31.8	1909	2.6	1.17	1.34
T1	S11	KR	26	53.8%	1.10	1824	76	32:35	12.7	11.5	6.6	5.5	65.4	73.1	2.65	59.4	1.00	50.0	1.27	0.7	1295	0.62	51.3	34.0	1809	3.7	1.49	1.73
T1 Challengers	S11	KR	10	90.0%	1.84	1928	296	32:19	19.9	10.7	8.0	2.1	60.0	70.0	3.30	74.7	1.80	90.0	1.30	0.5	1447	1.20	90.0	33.6	2069	3.2	1.26	1.81
Team 7AM	S11	BE	8	0.0%	0.48	1554	-401	30:35	9.1	19.0	2.4	8.9	-	37.5	1.13	21.5	0.75	37.5	0.75	-0.8	-2841	0.25	11.9	28.4	1766	2.6	1.08	0.96
Team Aurora	S11	TR	10	0.0%	0.32	1564	-420	29:00	5.9	18.4	2.2	9.3	20.0	10.0	1.20	27.5	0.30	15.0	0.60	-1.5	-3120	0.20	15.0	30.5	1415	3.3	1.19	1.21
Team BDS	S11	FR	11	72.7%	1.48	1890	215	31:03	16.8	11.3	8.7	3.1	81.8	54.5	2.82	63.4	1.18	59.1	1.09	0.4	1775	0.82	74.1	33.4	2250	3.4	1.47	1.39
Team Echo Zulu	S11	NL	8	50.0%	1.14	1697	-37	33:27	11.9	10.4	4.5	6.6	75.0	25.0	2.13	39.6	0.88	43.8	0.63	-1.0	-611	0.50	50.0	31.9	1915	3.3	1.10	1.34
Team ESCA Gaming	S11	PL	10	20.0%	0.52	1580	-236	31:09	8.2	15.9	3.9	7.6	40.0	40.0	2.20	48.2	1.10	55.0	1.20	-0.4	-2237	0.20	22.2	28.6	1461	3.0	1.04	1.06
Team Flash	S11	VN	13	30.8%	0.77	1743	-143	30:09	13.2	17.1	4.5	6.8	38.5	46.2	1.62	40.9	1.38	69.2	0.46	0.0	-1179	0.54	43.1	31.6	1877	3.5	1.36	1.63
Team Infamous	S11	LT	8	25.0%	0.60	1648	-273	32:41	14.1	23.4	3.6	7.9	12.5	50.0	2.13	40.1	0.88	43.8	0.63	-0.3	-3021	0.50	20.8	29.0	2213	3.0	1.00	1.04
Team Liquid	S11	NA	23	69.6%	1.49	1904	221	28:33	14.9	9.8	7.4	3.7	60.9	73.9	2.22	56.2	1.22	60.9	1.13	0.7	1766	0.83	71.7	33.6	1953	2.9	1.15	1.38
Team Liquid Academy	S11	NA	9	77.8%	1.24	1880	185	31:23	14.4	11.7	7.2	3.3	77.8	77.8	2.56	60.9	1.33	72.2	1.11	0.3	1018	0.78	66.7	34.0	2088	2.7	1.12	1.27
Team MCES	S11	FR	11	9.1%	0.40	1572	-383	30:57	6.7	16.7	1.5	9.4	36.4	36.4	1.45	27.9	0.09	4.5	0.73	-1.2	-2619	0.09	3.0	31.1	1657	3.3	1.15	1.18
Team Phantasma	S11	GR	12	41.7%	0.94	1778	-3	32:38	16.9	17.9	6.4	6.6	58.3	66.7	2.50	53.4	0.92	54.2	0.92	0.7	557	0.58	41.7	30.4	2056	2.8	1.02	1.19
Team Queso	S11	ES	12	41.7%	0.84	1787	-13	34:05	12.3	14.8	6.8	6.8	41.7	50.0	2.92	60.8	1.08	54.2	1.33	0.3	270	0.67	41.7	32.5	1904	3.3	1.41	1.40
Team Refuse	S11	GR	12	50.0%	0.96	1782	6	32:02	16.9	17.6	6.5	6.2	41.7	75.0	2.17	45.3	1.08	58.3	0.75	0.7	548	1.08	51.4	29.5	1961	3.0	1.25	1.31
Team Secret	S11	VN	11	36.4%	0.91	1818	-15	31:27	13.9	15.4	5.4	6.5	27.3	36.4	1.73	38.9	1.09	59.1	0.64	0.4	-1090	0.55	55.0	33.8	1822	3.0	1.18	1.44
Team Singularity	S11	EUW	10	70.0%	1.51	1769	98	30:35	13.0	8.6	7.0	4.5	60.0	80.0	2.60	58.7	1.30	65.0	1.00	0.3	-96	1.10	70.0	31.1	1867	3.5	1.32	1.14
Team THRLL	S11	NL	7	0.0%	0.49	1597	-344	30:19	8.4	17.1	2.6	9.3	42.9	14.3	1.00	18.3	0.14	7.1	0.57	-1.4	-1868	0.00	0.0	29.7	1558	2.5	1.00	1.14
Team Universe	S11	CZ	9	66.7%	1.25	1835	106	35:56	20.1	16.1	7.6	4.3	33.3	44.4	2.89	48.3	1.22	61.1	0.44	-0.3	505	1.44	71.3	31.2	2102	2.7	1.02	1.34
Team Vitality	S11	EUW	11	18.2%	0.75	1689	-143	36:27	9.5	12.7	4.5	8.5	54.5	36.4	2.27	40.3	0.73	40.9	0.82	-0.5	-594	0.91	45.5	32.1	1724	3.5	1.39	1.44
Team WE	S11	CN	20	60.0%	1.23	1857	123	30:37	14.3	11.6	6.6	4.8	45.0	50.0	2.55	56.2	1.05	52.5	1.20	0.0	441	0.75	57.9	33.8	1867	3.4	1.37	1.71
Top Esports	S11	CN	13	53.8%	1.26	1878	128	30:50	15.6	12.4	6.6	4.7	69.2	61.5	2.69	64.0	1.23	66.7	1.00	0.1	1924	0.77	61.5	34.3	2155	3.2	1.29	1.68
Tricked Esports	S11	EUW	10	50.0%	1.18	1796	60	34:34	14.3	12.1	6.2	6.1	20.0	40.0	2.50	48.2	1.20	65.0	0.50	0.1	748	0.80	60.0	33.6	1919	3.5	1.39	1.52
TSM	S11	NA	16	56.3%	0.87	1760	-27	32:40	10.9	12.6	6.9	5.9	37.5	50.0	2.50	53.5	1.13	56.3	0.94	-0.1	-937	1.00	59.4	32.3	1795	3.6	1.30	1.32
TSM Academy	S11	NA	9	33.3%	0.75	1763	-11	34:13	10.2	13.7	6.7	6.3	44.4	88.9	2.00	39.8	1.22	61.1	1.00	0.8	1583	0.56	44.4	33.2	1717	3.5	1.33	1.41
TT	S11	CN	16	31.3%	0.67	1741	-142	32:54	10.6	15.9	4.8	7.4	37.5	56.3	2.19	45.6	1.06	56.7	1.13	0.2	-713	0.81	40.6	33.2	1673	3.3	1.39	1.55
UCAM Esports Club	S11	ES	12	58.3%	1.30	1791	89	32:26	14.0	10.7	6.5	5.2	58.3	75.0	2.67	57.8	0.83	41.7	1.00	0.6	1366	0.67	59.1	32.6	1895	3.3	1.37	1.45
Unicorns Of Love	S11	CIS	4	100.0%	1.87	1879	286	31:55	17.8	9.5	8.8	2.5	75.0	75.0	3.25	75.0	1.25	62.5	1.50	0.8	536	1.00	62.5	32.0	1997	2.9	1.10	1.37
Unicorns Of Love Sexy Edition	S11	DE	13	61.5%	1.38	1819	116	30:40	14.1	10.2	6.6	4.8	69.2	76.9	2.31	50.6	0.77	38.5	0.62	0.3	1106	0.92	76.9	33.0	1887	3.4	1.41	1.20
V3 Esports	S11	JP	8	75.0%	1.73	1812	176	34:58	16.6	9.6	7.9	3.9	100.0	87.5	2.25	46.3	1.50	75.0	0.38	0.4	366	1.00	68.8	31.2	1960	3.6	1.61	1.98
Vega Squadron	S11	CIS	4	0.0%	0.63	1590	-254	34:06	9.8	15.5	2.5	9.5	50.0	25.0	2.50	49.2	0.75	37.5	1.00	-0.3	-1498	0.75	37.5	30.3	1472	3.0	1.02	1.35
Victory Five	S11	CN	21	47.6%	0.98	1793	-34	29:27	13.0	13.4	5.8	6.1	47.6	71.4	1.62	39.8	1.33	66.7	0.48	0.5	402	0.62	47.4	32.7	1918	3.0	1.12	1.32
Vikingekrig Academy	S11	CZ	9	44.4%	0.98	1813	111	35:10	15.6	15.9	6.7	5.1	66.7	100.0	3.00	59.5	1.78	88.9	1.56	0.7	909	0.89	53.7	31.1	1915	3.0	1.17	1.22
Vikingekrig Esports	S11	CZ	11	63.6%	1.03	1777	69	34:44	15.3	14.8	6.8	5.2	54.5	63.6	3.00	58.6	0.64	31.8	1.45	0.1	1176	0.64	45.5	31.5	2104	3.1	1.18	1.42
Vitality.Bee	S11	FR	11	63.6%	1.55	1797	117	33:23	15.2	9.8	6.9	4.4	54.5	81.8	2.45	50.0	1.36	68.2	0.45	0.8	1813	0.73	75.0	32.4	1818	3.5	1.33	1.52
Vodafone Giants.Spain	S11	ES	12	50.0%	0.87	1744	-23	34:54	11.2	12.8	6.5	6.8	41.7	50.0	2.25	40.8	1.08	54.2	0.83	0.3	149	0.83	45.8	32.3	1697	3.4	1.34	1.49
